phant_id,peak_x_mm,peak_y_mm,le_to_gt_mm,residual_x_mm,residual_y_mm,label,cf_at_peak,cf_background_ratio,area_fraction,dist_to_shell_center_mm,dist_to_ring_center_mm,dist_to_ring_center_ratio,local_scr_db,hessian_eigenratio,birads,scan_idx
A14F4,0.6500000000000057,0.9000000000000057,32.01534788191439,-21.849999999999994,23.400000000000006,0,0.8927953811307336,31.064603533886867,0.9808,1.1101801655587338,1.1101801655587338,0.024453307611425855,37.65929640701822,0.876199258241636,2.0,0
A14F4,9.400000000000006,-12.099999999999994,16.726326554267676,-13.099999999999994,10.400000000000006,1,0.286283298756829,9.960454383116513,0.9328,15.32220610747682,15.32220610747682,0.33749352659640575,23.21806588345769,0.20912714618897948,2.0,0
A14F4,-7.599999999999994,13.900000000000006,47.233145141944554,-30.099999999999994,36.400000000000006,0,0.25389093505557553,8.833416156990099,0.9168,15.842032697857938,15.842032697857938,0.34894345149466827,22.179879993145597,0.1725486657798864,2.0,0
A14F4,-13.099999999999994,-12.349999999999994,37.01867771814655,-35.599999999999994,10.150000000000006,0,0.16758287001424668,5.830512697999358,0.9984,18.003680179341103,18.003680179341103,0.39655683214407716,17.219299857688497,0.5437033685678145,2.0,0
A14F4,-0.8499999999999943,-14.849999999999994,24.571223005784628,-23.349999999999994,7.650000000000006,0,0.16994509095283616,5.912700288798012,0.8224,14.874306706532572,14.874306706532572,0.32762790102494654,16.805437284864396,0.016185560288587184,2.0,0
A14F4,25.900000000000006,-11.349999999999994,11.65686493016026,3.4000000000000057,11.150000000000006,1,0.12763011402978658,4.440462982205032,0.8944,28.27777395765091,28.27777395765091,0.6228584572169804,16.71311198855659,0.081407336919875,2.0,0
A14F4,0.4000000000000057,28.650000000000006,55.720126525340916,-22.099999999999994,51.150000000000006,0,0.12102557299525768,4.210676819050914,0.9952,28.652792185055898,28.652792185055898,0.6311187705959449,15.741266040201554,0.15264698466071405,2.0,0
A14F4,-15.349999999999994,3.6500000000000057,46.004836702242514,-37.849999999999994,26.150000000000006,0,0.15584510300180524,5.42212701785924,0.9248,15.777991000124189,15.777991000124189,0.3475328414124271,15.674145332782462,0.005983821248933312,2.0,0
A14F4,2.6500000000000057,16.900000000000006,44.117825195718794,-19.849999999999994,39.400000000000006,0,0.13599010973467462,4.731325690440024,0.8864,17.106504610819833,17.106504610819833,0.3767952557449303,14.626626135106022,0.2485319078975234,2.0,0
A14F4,-0.5999999999999943,-25.099999999999994,23.245859846432865,-23.099999999999994,-2.5999999999999943,0,0.10770443390648551,3.7472068661997784,0.9328,25.107170290576352,25.107170290576352,0.5530213720391267,14.075690772142515,0.06977869608520224,2.0,0
A14F4,0.9000000000000057,0.9000000000000057,44.05814340164597,-21.599999999999994,38.400000000000006,0,0.8894507832290035,32.093698240773584,0.9824,1.2727922061357937,1.2727922061357937,0.02803507061973114,37.91049494619969,0.7931288667774528,2.0,1
A14F4,9.900000000000006,-12.349999999999994,28.12974404433855,-12.599999999999994,25.150000000000006,0,0.26284346608780573,9.483356829832404,0.9216,15.82821847208333,15.82821847208333,0.348639173393906,22.88226941035592,0.2262079744534752,2.0,1
A14F4,-8.099999999999994,13.650000000000006,59.604383228081474,-30.599999999999994,51.150000000000006,0,0.2640663879931328,9.52748109747445,0.9328,15.872381673838367,15.872381673838367,0.34961193114181427,22.70416435056606,0.2468774636975439,2.0,1
A14F4,-0.3499999999999943,-15.099999999999994,31.99816400983031,-22.849999999999994,22.400000000000006,0,0.18666028818501867,6.734615944754369,0.8272,15.104055746719151,15.104055746719151,0.3326884525709064,18.420667602636605,0.02539029126520171,2.0,1
A14F4,-12.099999999999994,-11.599999999999994,43.220018509945135,-34.599999999999994,25.900000000000006,0,0.17841908171181095,6.437270646979966,0.9696,16.76215976537629,16.76215976537629,0.36921056751930154,18.32807084555092,0.2219997449006186,2.0,1
A14F4,25.900000000000006,-10.849999999999994,26.8660101243188,3.4000000000000057,26.650000000000006,0,0.1221668676113958,4.407689073862955,0.9216,28.0808208569479,28.0808208569479,0.618520283192685,16.508595975340036,0.09228749553023738,2.0,1
A14F4,-0.8499999999999943,27.650000000000006,69.20798364350749,-23.349999999999994,65.15,0,0.12462823334172876,4.496494645160024,1.0,27.663062014173345,27.663062014173345,0.6093185465676948,16.07566833061756,0.2226238061701935,2.0,1
A14F4,2.1500000000000057,16.900000000000006,58.08168816417099,-20.349999999999994,54.400000000000006,0,0.14017130504707356,5.0572867099764505,0.9008,17.036211433297023,17.036211433297023,0.3752469478699785,15.023983486512574,0.36391841870308145,2.0,1
A14F4,-10.599999999999994,-22.349999999999994,36.402369428376495,-33.099999999999994,15.150000000000006,0,0.1100579317765587,3.9708019200587534,1.0,24.736258811712002,24.736258811712002,0.5448515156764758,14.797554423285872,0.13724430507251273,2.0,1
A14F4,-0.3499999999999943,-25.599999999999994,25.763006423940507,-22.849999999999994,11.900000000000006,0,0.09715997306163317,3.505448440953817,0.928,25.602392466330166,25.602392466330166,0.563929349478638,13.478337515728677,0.004070575814350842,2.0,1
A14F4,0.9000000000000057,0.9000000000000057,23.175849498993557,-21.599999999999994,8.400000000000006,0,0.9001341210950323,31.218546466705746,0.976,1.2727922061357937,1.2727922061357937,0.02803507061973114,37.5544156641214,0.9275557464725958,2.0,2
A14F4,9.400000000000006,-12.849999999999994,14.15035335247851,-13.099999999999994,-5.349999999999994,1,0.29662097005686155,10.286717502875945,0.92,15.921133753599332,15.921133753599332,0.35068576549778263,24.028381178126487,0.15520694556451392,2.0,2
A14F4,-4.349999999999994,15.900000000000006,35.61576196012097,-26.849999999999994,23.400000000000006,0,0.23900797093829584,8.288662125798794,0.9584,16.4843107226235,16.4843107226235,0.36309054455117845,21.218332154287673,0.28867999350158774,2.0,2
A14F4,-0.8499999999999943,-15.599999999999994,24.715025794038727,-23.349999999999994,-8.099999999999994,0,0.1971466475380607,6.836901659934772,0.8864,15.623139889279614,15.623139889279614,0.34412202399294306,18.552022899452524,0.0031398956125597557,2.0,2
